chapter,title,mort-total-US04,mort-male-US04,mort-female-US04
9,Acute rheumatic myocarditis,4,2,2
9,Other acute rheumatic heart disease,33,13,20
9,"Acute rheumatic heart disease, unspecified",9,4,5
9,Rheumatic chorea,,,
9,Rheumatic chorea with heart involvement,2,2,0
9,Rheumatic chorea without heart involvement,4,1,3
9,Rheumatic mitral valve diseases,,,
9,Mitral stenosis,3907,789,3118
9,Rheumatic mitral insufficiency,249,74,175
9,Mitral stenosis with insufficiency,92,10,82
9,Other mitral valve diseases,110,47,63
9,"Mitral valve disease, unspecified",6655,2311,4344
9,Rheumatic aortic valve diseases,,,
9,Rheumatic aortic stenosis,318,107,211
9,Rheumatic aortic insufficiency,33,13,20
9,Rheumatic aortic stenosis with insufficiency,13,6,7
9,Other rheumatic aortic valve diseases,1,1,0
9,"Rheumatic aortic valve disease, unspecified",123,51,72
9,Rheumatic tricuspid valve diseases,,,
9,Tricuspid stenosis,9,3,6
9,Tricuspid insufficiency,1080,302,778
9,Tricuspid stenosis with insufficiency,2,1,1
9,Other tricuspid valve diseases,128,78,50
9,"Tricuspid valve disease, unspecified",106,38,68
9,Multiple valve diseases,,,
9,Disorders of both mitral and aortic valves,3023,1093,1930
9,Disorders of both mitral and tricuspid valves,468,120,348
9,Disorders of both aortic and tricuspid valves,52,21,31
9,"Combined disorders of mitral, aortic and tricuspid valves",217,62,155
9,Other multiple valve diseases,20,10,10
9,"Multiple valve disease, unspecified",25,8,17
9,Other rheumatic heart diseases,,,
9,Rheumatic myocarditis,155,52,103
9,"Rheumatic diseases of endocardium, valve unspecified",926,262,664
9,Chronic rheumatic pericarditis,0,0,0
9,Other specified rheumatic heart diseases,24,11,13
9,"Rheumatic heart disease, unspecified",3209,812,2397
9,Essential (primary) hypertension,69316,23926,45390
9,Hypertensive heart disease,,,
9,Hypertensive heart disease with (congestive) heart failure,52922,16150,36772
9,Hypertensive heart disease without (congestive) heart failure,101711,50618,51093
9,Hypertensive renal disease,,,
9,Hypertensive renal disease with renal failure,48630,20759,27871
9,Hypertensive renal disease without renal failure,1621,681,940
9,Hypertensive heart and renal disease,,,
9,Hypertensive heart and renal disease with (congestive) heart failure,229,98,131
9,Hypertensive heart and renal disease with renal failure,6802,3218,3584
9,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,10475,4023,6452
9,"Hypertensive heart and renal disease, unspecified",481,215,266
9,Secondary hypertension,,,
9,Renovascular hypertension,0,0,0
9,Hypertension secondary to other renal disorders,0,0,0
9,Hypertension secondary to endocrine disorders,0,0,0
9,Other secondary hypertension,0,0,0
9,"Secondary hypertension, unspecified",0,0,0
9,Angina pectoris,,,
9,Unstable angina,457,206,251
9,Angina pectoris with documented spasm,111,48,63
9,Other forms of angina pectoris,6,2,4
9,"Angina pectoris, unspecified",1605,564,1041
9,Acute myocardial infarction,,,
9,Acute transmural myocardial infarction of anterior wall,98,60,38
9,Acute transmural myocardial infarction of inferior wall,76,35,41
9,Acute transmural myocardial infarction of other sites,58,36,22
9,Acute transmural myocardial infarction of unspecified site,146,86,60
9,Acute subendocardial myocardial infarction,1701,781,920
9,"Acute myocardial infarction, unspecified",1081894,565590,516304
9,Subsequent myocardial infarction,,,
9,Subsequent myocardial infarction of anterior wall,0,0,0
9,Subsequent myocardial infarction of inferior wall,5,2,3
9,Subsequent myocardial infarction of other sites,0,0,0
9,Subsequent myocardial infarction of unspecified site,25,14,11
9,Certain current complications following acute myocardial infarction,,,
9,Haemopericardium as current complication following acute myocardial infarction,0,0,0
9,Atrial septal defect as current complication following acute myocardial infarction,0,0,0
9,Ventricular septal defect as current complication following acute myocardial infarction,0,0,0
9,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,0,0,0
9,Rupture of chordae tendineae as current complication following acute myocardial infarction,0,0,0
9,Rupture of papillary muscle as current complication following acute myocardial infarction,0,0,0
9,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",0,0,0
9,Other current complications following acute myocardial infarction,0,0,0
9,Other acute ischaemic heart diseases,,,
9,Coronary thrombosis not resulting in myocardial infarction,0,0,0
9,Dressler syndrome,18,8,10
9,Other forms of acute ischaemic heart disease,14939,7824,7115
9,"Acute ischaemic heart disease, unspecified",4016,1991,2025
9,Chronic ischaemic heart disease,,,
9,"Atherosclerotic cardiovascular disease, so described",408605,214632,193973
9,Atherosclerotic heart disease,1301786,634309,667477
9,Old myocardial infarction,1686,1017,669
9,Aneurysm of heart,556,304,252
9,Coronary artery aneurysm,80,35,45
9,Ischaemic cardiomyopathy,74609,44399,30210
9,Silent myocardial ischaemia,2,2,0
9,Other forms of chronic ischaemic heart disease,10174,5210,4964
9,"Chronic ischaemic heart disease, unspecified",70135,37332,32803
9,Pulmonary embolism,,,
9,Pulmonary embolism with mention of acute cor pulmonale,120,60,60
9,Pulmonary embolism without mention of acute cor pulmonale,51387,21410,29977
9,Other pulmonary heart diseases,,,
9,Primary pulmonary hypertension,13647,4376,9271
9,Kyphoscoliotic heart disease,388,89,299
9,Other secondary pulmonary hypertension,6336,2057,4279
9,Other specified pulmonary heart diseases,299,145,154
9,"Pulmonary heart disease, unspecified",7877,3692,4185
9,Other diseases of pulmonary vessels,,,
9,Arteriovenous fistula of pulmonary vessels,15,8,7
9,Aneurysm of pulmonary artery,73,42,31
9,Other specified diseases of pulmonary vessels,186,85,101
9,"Disease of pulmonary vessels, unspecified",116,54,62
9,Acute pericarditis,,,
9,Acute nonspecific idiopathic pericarditis,12,6,6
9,Infective pericarditis,157,94,63
9,Other forms of acute pericarditis,70,37,33
9,"Acute pericarditis, unspecified",129,59,70
9,Other diseases of pericardium,,,
9,Chronic adhesive pericarditis,31,20,11
9,Chronic constrictive pericarditis,347,215,132
9,"Haemopericardium, not elsewhere classified",187,93,94
9,Pericardial effusion (noninflammatory),985,420,565
9,Other specified diseases of pericardium,8,5,3
9,"Disease of pericardium, unspecified",1388,711,677
9,Pericarditis in diseases classified elsewhere,0,0,0
9,Pericarditis in bacterial diseases classified elsewhere,0,0,0
9,Pericarditis in other infectious and parasitic diseases classified elsewhere,0,0,0
9,Pericarditis in other diseases classified elsewhere,0,0,0
9,Acute and subacute endocarditis,,,
9,Acute and subacute infective endocarditis,6832,3831,3001
9,"Acute endocarditis, unspecified",229,125,104
9,Nonrheumatic mitral valve disorders,,,
9,Mitral (valve) insufficiency,13571,4577,8994
9,Mitral (valve) prolapse,1749,656,1093
9,Nonrheumatic mitral (valve) stenosis,78,18,60
9,Other nonrheumatic mitral valve disorders,601,256,345
9,"Nonrheumatic mitral valve disorder, unspecified",401,154,247
9,Nonrheumatic aortic valve disorders,,,
9,Aortic (valve) stenosis,60952,22499,38453
9,Aortic (valve) insufficiency,3462,1638,1824
9,Aortic (valve) stenosis with insufficiency,468,215,253
9,Other aortic valve disorders,1114,655,459
9,"Aortic valve disorder, unspecified",8469,4328,4141
9,Nonrheumatic tricuspid valve disorders,,,
9,Nonrheumatic tricuspid (valve) stenosis,1,0,1
9,Nonrheumatic tricuspid (valve) insufficiency,43,13,30
9,Nonrheumatic tricuspid (valve) stenosis with insufficiency,0,0,0
9,Other nonrheumatic tricuspid valve disorders,7,4,3
9,"Nonrheumatic tricuspid valve disorder, unspecified",6,1,5
9,Pulmonary valve disorders,,,
9,Pulmonary valve stenosis,23,15,8
9,Pulmonary valve insufficiency,13,5,8
9,Pulmonary valve stenosis with insufficiency,0,0,0
9,Other pulmonary valve disorders,14,7,7
9,"Pulmonary valve disorder, unspecified",15,5,10
9,"Endocarditis, valve unspecified",28220,10993,17227
9,Endocarditis and heart valve disorders in diseases classified elsewhere,0,0,0
9,Mitral valve disorders in diseases classified elsewhere,0,0,0
9,Aortic valve disorders in diseases classified elsewhere,0,0,0
9,Tricuspid valve disorders in diseases classified elsewhere,0,0,0
9,Pulmonary valve disorders in diseases classified elsewhere,0,0,0
9,Multiple valve disorders in diseases classified elsewhere,0,0,0
9,"Endocarditis, valve unspecified, in diseases classified elsewhere",0,0,0
9,Acute myocarditis,,,
9,Infective myocarditis,1165,614,551
9,Isolated myocarditis,58,29,29
9,Other acute myocarditis,8,1,7
9,"Acute myocarditis, unspecified",446,230,216
9,Myocarditis in diseases classified elsewhere,0,0,0
9,Myocarditis in bacterial diseases classified elsewhere,0,0,0
9,Myocarditis in viral diseases classified elsewhere,0,0,0
9,Myocarditis in other infectious and parasitic diseases classified elsewhere,0,0,0
9,Myocarditis in other diseases classified elsewhere,0,0,0
9,Cardiomyopathy,,,
9,Dilated cardiomyopathy,31124,19725,11399
9,Obstructive hypertrophic cardiomyopathy,1216,421,795
9,Other hypertrophic cardiomyopathy,7200,4576,2624
9,Endomyocardial (eosinophilic) disease,32,15,17
9,Endocardial fibroelastosis,537,286,251
9,Other restrictive cardiomyopathy,705,333,372
9,Alcoholic cardiomyopathy,2885,2534,351
9,Cardiomyopathy due to drugs and other external agents,105,53,52
9,Other cardiomyopathies,268,97,171
9,"Cardiomyopathy, unspecified",117430,65039,52391
9,Cardiomyopathy in diseases classified elsewhere,0,0,0
9,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,0,0,0
9,Cardiomyopathy in metabolic diseases,0,0,0
9,Cardiomyopathy in nutritional diseases,0,0,0
9,Cardiomyopathy in other diseases classified elsewhere,0,0,0
9,Atrioventricular and left bundle-branch block,,,
9,"Atrioventricular block, first degree",11,5,6
9,"Atrioventricular block, second degree",61,30,31
9,"Atrioventricular block, complete",1933,662,1271
9,Other and unspecified atrioventricular block,177,70,107
9,Left anterior fascicular block,0,0,0
9,Left posterior fascicular block,0,0,0
9,Other and unspecified fascicular block,0,0,0
9,"Left bundle-branch block, unspecified",41,15,26
9,Other conduction disorders,,,
9,Right fascicular block,0,0,0
9,Other and unspecified right bundle-branch block,30,20,10
9,Bifascicular block,17,12,5
9,Trifascicular block,11,8,3
9,Nonspecific intraventricular block,14,7,7
9,Other specified heart block,51,23,28
9,Pre-excitation syndrome,166,118,48
9,Other specified conduction disorders,547,263,284
9,"Conduction disorder, unspecified",800,327,473
9,Cardiac arrest,,,
9,Cardiac arrest with successful resuscitation,0,0,0
9,"Sudden cardiac death, so described",16454,8415,8039
9,"Cardiac arrest, unspecified",90081,42186,47895
9,Paroxysmal tachycardia,,,
9,Re-entry ventricular arrhythmia,14,3,11
9,Supraventricular tachycardia,831,297,534
9,Ventricular tachycardia,2941,1613,1328
9,"Paroxysmal tachycardia, unspecified",10,3,7
9,Atrial fibrillation and flutter,57749,19456,38293
9,Other cardiac arrhythmias,,,
9,Ventricular fibrillation and flutter,8078,4551,3527
9,Atrial premature depolarization,5,2,3
9,Junctional premature depolarization,1,0,1
9,Ventricular premature depolarization,67,36,31
9,Other and unspecified premature depolarization,3,2,1
9,Sick sinus syndrome,2497,904,1593
9,Other specified cardiac arrhythmias,393,174,219
9,"Cardiac arrhythmia, unspecified",49918,22977,26941
9,Heart failure,,,
9,Congestive heart failure,314416,119269,195147
9,Left ventricular failure,849,353,496
9,"Heart failure, unspecified",23345,10355,12990
9,Complications and ill-defined descriptions of heart disease,,,
9,"Cardiac septal defect, acquired",100,46,54
9,"Rupture of chordae tendineae, not elsewhere classified",88,37,51
9,"Rupture of papillary muscle, not elsewhere classified",92,51,41
9,"Intracardiac thrombosis, not elsewhere classified",9,6,3
9,"Myocarditis, unspecified",3115,1615,1500
9,Myocardial degeneration,1211,551,660
9,"Cardiovascular disease, unspecified",24061,10680,13381
9,Cardiomegaly,8622,5606,3016
9,Other ill-defined heart diseases,4342,2052,2290
9,"Heart disease, unspecified",17641,8896,8745
9,Other heart disorders in diseases classified elsewhere,0,0,0
9,Other heart disorders in bacterial diseases classified elsewhere,0,0,0
9,Other heart disorders in other infectious and parasitic diseases classified elsewhere,0,0,0
9,Other heart disorders in other diseases classified elsewhere,0,0,0
9,Subarachnoid haemorrhage,,,
9,Subarachnoid haemorrhage from carotid siphon and bifurcation,455,133,322
9,Subarachnoid haemorrhage from middle cerebral artery,7,2,5
9,Subarachnoid haemorrhage from anterior communicating artery,12,6,6
9,Subarachnoid haemorrhage from posterior communicating artery,6,3,3
9,Subarachnoid haemorrhage from basilar artery,17,7,10
9,Subarachnoid haemorrhage from vertebral artery,1,0,1
9,Subarachnoid haemorrhage from other intracranial arteries,304,96,208
9,"Subarachnoid haemorrhage from intracranial artery, unspecified",2975,1342,1633
9,Other subarachnoid haemorrhage,124,56,68
9,"Subarachnoid haemorrhage, unspecified",33581,11376,22205
9,Intracerebral haemorrhage,,,
9,"Intracerebral haemorrhage in hemisphere, subcortical",1207,650,557
9,"Intracerebral haemorrhage in hemisphere, cortical",799,351,448
9,"Intracerebral haemorrhage in hemisphere, unspecified",254,107,147
9,Intracerebral haemorrhage in brain stem,4211,2322,1889
9,Intracerebral haemorrhage in cerebellum,3625,1738,1887
9,"Intracerebral haemorrhage, intraventricular",4518,2253,2265
9,"Intracerebral haemorrhage, multiple localized",10,3,7
9,Other intracerebral haemorrhage,448,194,254
9,"Intracerebral haemorrhage, unspecified",101618,45440,56178
9,Other nontraumatic intracranial haemorrhage,,,
9,Subdural haemorrhage (acute)(nontraumatic),8388,4464,3924
9,Nontraumatic extradural haemorrhage,82,41,41
9,"Intracranial haemorrhage (nontraumatic), unspecified",36082,16739,19343
9,Cerebral infarction,,,
9,Cerebral infarction due to thrombosis of precerebral arteries,951,562,389
9,Cerebral infarction due to embolism of precerebral arteries,118,55,63
9,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,4348,2292,2056
9,Cerebral infarction due to thrombosis of cerebral arteries,12006,4131,7875
9,Cerebral infarction due to embolism of cerebral arteries,3938,1564,2374
9,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,1594,616,978
9,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",1,1,0
9,Other cerebral infarction,618,284,334
9,"Cerebral infarction, unspecified",53055,20593,32462
9,"Stroke, not specified as haemorrhage or infarction",515932,191190,324742
9,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",,,
9,Occlusion and stenosis of vertebral artery,0,0,0
9,Occlusion and stenosis of basilar artery,0,0,0
9,Occlusion and stenosis of carotid artery,0,0,0
9,Occlusion and stenosis of multiple and bilateral precerebral arteries,0,0,0
9,Occlusion and stenosis of other precerebral artery,0,0,0
9,Occlusion and stenosis of unspecified precerebral artery,0,0,0
9,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",,,
9,Occlusion and stenosis of middle cerebral artery,0,0,0
9,Occlusion and stenosis of anterior cerebral artery,0,0,0
9,Occlusion and stenosis of posterior cerebral artery,0,0,0
9,Occlusion and stenosis of cerebellar arteries,0,0,0
9,Occlusion and stenosis of multiple and bilateral cerebral arteries,0,0,0
9,Occlusion and stenosis of other cerebral artery,0,0,0
9,Occlusion and stenosis of unspecified cerebral artery,0,0,0
9,Other cerebrovascular diseases,,,
9,"Dissection of cerebral arteries, nonruptured",111,60,51
9,"Cerebral aneurysm, nonruptured",2477,930,1547
9,Cerebral atherosclerosis,7383,2499,4884
9,Progressive vascular leukoencephalopathy,150,61,89
9,Hypertensive encephalopathy,390,150,240
9,Moyamoya disease,89,25,64
9,Nonpyogenic thrombosis of intracranial venous system,0,0,0
9,"Cerebral arteritis, not elsewhere classified",433,149,284
9,Other specified cerebrovascular diseases,6881,2704,4177
9,"Cerebrovascular disease, unspecified",40031,14458,25573
9,Cerebrovascular disorders in diseases classified elsewhere,0,0,0
9,Cerebral amyloid angiopathy,0,0,0
9,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,0,0,0
9,Cerebral arteritis in other diseases classified elsewhere,0,0,0
9,Other cerebrovascular disorders in diseases classified elsewhere,0,0,0
9,Sequelae of cerebrovascular disease,,,
9,Sequelae of subarachnoid haemorrhage,417,137,280
9,Sequelae of intracerebral haemorrhage,1100,458,642
9,Sequelae of other nontraumatic intracranial haemorrhage,622,339,283
9,Sequelae of cerebral infarction,5061,2041,3020
9,"Sequelae of stroke, not specified as haemorrhage or infarction",60742,25044,35698
9,Sequelae of other and unspecified cerebrovascular diseases,51828,17613,34215
9,Atherosclerosis,,,
9,Atherosclerosis of aorta,296,130,166
9,Atherosclerosis of renal artery,396,144,252
9,Atherosclerosis of arteries of extremities,2940,1176,1764
9,Atherosclerosis of other arteries,23,9,14
9,Generalized and unspecified atherosclerosis,78538,29024,49514
9,Aortic aneurysm and dissection,,,
9,Dissection of aorta [any part],20796,12296,8500
9,"Thoracic aortic aneurysm, ruptured",6131,2967,3164
9,"Thoracic aortic aneurysm, without mention of rupture",4368,1876,2492
9,"Abdominal aortic aneurysm, ruptured",30710,20582,10128
9,"Abdominal aortic aneurysm, without mention of rupture",13215,8127,5088
9,"Thoracoabdominal aortic aneurysm, ruptured",610,321,289
9,"Thoracoabdominal aortic aneurysm, without mention of rupture",868,453,415
9,"Aortic aneurysm of unspecified site, ruptured",9111,5460,3651
9,"Aortic aneurysm of unspecified site, without mention of rupture",4423,2437,1986
9,Other aneurysm and dissection,,,
9,Aneurysm and dissection of carotid artery,250,65,185
9,Aneurysm and dissection of artery of upper extremity,4,2,2
9,Aneurysm and dissection of renal artery,223,134,89
9,Aneurysm and dissection of iliac artery,935,777,158
9,Aneurysm and dissection of artery of lower extremity,281,184,97
9,Aneurysm and dissection of other precerebral arteries,0,0,0
9,Aneurysm and dissection of other specified arteries,615,313,302
9,Aneurysm and dissection of unspecified site,2122,1105,1017
9,Other peripheral vascular diseases,,,
9,Raynaud syndrome,81,14,67
9,Thromboangiitis obliterans [Buerger],73,51,22
9,Other specified peripheral vascular diseases,185,60,125
9,"Peripheral vascular disease, unspecified",43166,17756,25410
9,Arterial embolism and thrombosis,,,
9,Embolism and thrombosis of abdominal aorta,325,116,209
9,Embolism and thrombosis of other and unspecified parts of aorta,1237,504,733
9,Embolism and thrombosis of arteries of upper extremities,83,26,57
9,Embolism and thrombosis of arteries of lower extremities,977,295,682
9,"Embolism and thrombosis of arteries of extremities, unspecified",218,72,146
9,Embolism and thrombosis of iliac artery,157,55,102
9,Embolism and thrombosis of other arteries,214,113,101
9,Embolism and thrombosis of unspecified artery,2168,885,1283
9,Other disorders of arteries and arterioles,,,
9,"Arteriovenous fistula, acquired",181,94,87
9,Stricture of artery,830,301,529
9,Rupture of artery,943,574,369
9,Arterial fibromuscular dysplasia,33,20,13
9,Coeliac artery compression syndrome,4,0,4
9,Necrosis of artery,4,1,3
9,"Arteritis, unspecified",2840,1088,1752
9,Other specified disorders of arteries and arterioles,128,54,74
9,"Disorder of arteries and arterioles, unspecified",1611,789,822
9,Diseases of capillaries,,,
9,Hereditary haemorrhagic telangiectasia,187,72,115
9,"Naevus, non-neoplastic",61,29,32
9,Other diseases of capillaries,80,37,43
9,"Disease of capillaries, unspecified",7,1,6
9,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",0,0,0
9,Aneurysm of aorta in diseases classified elsewhere,0,0,0
9,Aortitis in diseases classified elsewhere,0,0,0
9,Peripheral angiopathy in diseases classified elsewhere,0,0,0
9,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",0,0,0
9,Phlebitis and thrombophlebitis,,,
9,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,4,2,2
9,Phlebitis and thrombophlebitis of femoral vein,215,91,124
9,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,15649,6186,9463
9,"Phlebitis and thrombophlebitis of lower extremities, unspecified",1647,690,957
9,Phlebitis and thrombophlebitis of other sites,57,29,28
9,Phlebitis and thrombophlebitis of unspecified site,813,305,508
9,Portal vein thrombosis,458,216,242
9,Other venous embolism and thrombosis,,,
9,Budd-Chiari syndrome,236,87,149
9,Thrombophlebitis migrans,8,2,6
9,Embolism and thrombosis of vena cava,196,101,95
9,Embolism and thrombosis of renal vein,34,16,18
9,Embolism and thrombosis of other specified veins,541,191,350
9,Embolism and thrombosis of unspecified vein,419,175,244
9,Varicose veins of lower extremities,,,
9,Varicose veins of lower extremities with ulcer,364,128,236
9,Varicose veins of lower extremities with inflammation,94,34,60
9,Varicose veins of lower extremities with both ulcer and inflammation,43,14,29
9,Varicose veins of lower extremities without ulcer or inflammation,543,371,172
9,Haemorrhoids,,,
9,Internal thrombosed haemorrhoids,0,0,0
9,Internal haemorrhoids with other complications,6,2,4
9,Internal haemorrhoids without complication,12,2,10
9,External thrombosed haemorrhoids,0,0,0
9,External haemorrhoids with other complications,0,0,0
9,External haemorrhoids without complication,0,0,0
9,Residual haemorrhoidal skin tags,0,0,0
9,Unspecified thrombosed haemorrhoids,0,0,0
9,Unspecified haemorrhoids with other complications,13,8,5
9,Unspecified haemorrhoids without complication,49,28,21
9,Oesophageal varices,,,
9,Oesophageal varices with bleeding,878,622,256
9,Oesophageal varices without bleeding,304,221,83
9,Varicose veins of other sites,,,
9,Sublingual varices,0,0,0
9,Scrotal varices,1,1,0
9,Pelvic varices,1,0,1
9,Vulval varices,0,0,0
9,Gastric varices,177,117,60
9,Varicose veins of other specified sites,26,14,12
9,Other disorders of veins,,,
9,Postthrombotic syndrome,2,1,1
9,Compression of vein,198,80,118
9,Venous insufficiency (chronic)(peripheral),298,113,185
9,Other specified disorders of veins,373,157,216
9,"Disorder of vein, unspecified",48,21,27
9,Nonspecific lymphadenitis,,,
9,Nonspecific mesenteric lymphadenitis,9,3,6
9,"Chronic lymphadenitis, except mesenteric",0,0,0
9,Other nonspecific lymphadenitis,0,0,0
9,"Nonspecific lymphadenitis, unspecified",16,6,10
9,Other noninfective disorders of lymphatic vessels and lymph nodes,,,
9,"Lymphoedema, not elsewhere classified",251,90,161
9,Lymphangitis,22,11,11
9,Other specified noninfective disorders of lymphatic vessels and lymph nodes,148,73,75
9,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",20,7,13
9,Hypotension,,,
9,Idiopathic hypotension,4,1,3
9,Orthostatic hypotension,134,69,65
9,Hypotension due to drugs,3,3,0
9,Other hypotension,69,36,33
9,"Hypotension, unspecified",1374,606,768
9,"Postprocedural disorders of circulatory system, not elsewhere classified",,,
9,Postcardiotomy syndrome,0,0,0
9,Other functional disturbances following cardiac surgery,0,0,0
9,Postmastectomy lymphoedema syndrome,0,0,0
9,"Other postprocedural disorders of circulatory system, not elsewhere classified",0,0,0
9,"Postprocedural disorder of circulatory system, unspecified",0,0,0
9,Other disorders of circulatory system in diseases classified elsewhere,0,0,0
9,Cardiovascular syphilis,0,0,0
9,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,0,0,0
9,Oesophageal varices without bleeding in diseases classified elsewhere,0,0,0
9,Oesophageal varices with bleeding in diseases classified elsewhere,0,0,0
9,Other specified disorders of circulatory system in diseases classified elsewhere,0,0,0
9,Other and unspecified disorders of circulatory system,1657,739,918
10,Acute nasopharyngitis [common cold],10,3,7
10,Acute sinusitis,,,
10,Acute maxillary sinusitis,3,1,2
10,Acute frontal sinusitis,0,0,0
10,Acute ethmoidal sinusitis,0,0,0
10,Acute sphenoidal sinusitis,1,0,1
10,Acute pansinusitis,0,0,0
10,Other acute sinusitis,0,0,0
10,"Acute sinusitis, unspecified",23,10,13
10,Acute pharyngitis,,,
10,Streptococcal pharyngitis,37,12,25
10,Acute pharyngitis due to other specified organisms,14,5,9
10,"Acute pharyngitis, unspecified",64,33,31
10,Acute tonsillitis,,,
10,Streptococcal tonsillitis,1,1,0
10,Acute tonsillitis due to other specified organisms,2,1,1
10,"Acute tonsillitis, unspecified",16,9,7
10,Acute laryngitis and tracheitis,,,
10,Acute laryngitis,45,25,20
10,Acute tracheitis,60,32,28
10,Acute laryngotracheitis,34,20,14
10,Acute obstructive laryngitis [croup] and epiglottitis,,,
10,Acute obstructive laryngitis [croup],14,9,5
10,Acute epiglottitis,148,103,45
10,Acute upper respiratory infections of multiple and unspecified sites,,,
10,Acute laryngopharyngitis,4,2,2
10,Other acute upper respiratory infections of multiple sites,2,1,1
10,"Acute upper respiratory infection, unspecified",613,199,414
10,Influenza due to certain identified influenza virus,0,0,0
10,Influenza due to other identified influenza virus,,,
10,"Influenza with pneumonia, other influenza virus identified",457,203,254
10,"Influenza with other respiratory manifestations, other influenza virus identified",361,149,212
10,"Influenza with other manifestations, other influenza virus identified",16,8,8
10,"Influenza, virus not identified",,,
10,"Influenza with pneumonia, virus not identified",3115,1194,1921
10,"Influenza with other respiratory manifestations, virus not identified",3235,1177,2058
10,"Influenza with other manifestations, virus not identified",122,45,77
10,"Viral pneumonia, not elsewhere classified",,,
10,Adenoviral pneumonia,52,26,26
10,Respiratory syncytial virus pneumonia,144,87,57
10,Parainfluenza virus pneumonia,15,6,9
10,Human metapneumovirus pneumonia,0,0,0
10,Other viral pneumonia,10,6,4
10,"Viral pneumonia, unspecified",1719,777,942
10,Pneumonia due to Streptococcus pneumoniae,3237,1551,1686
10,Pneumonia due to Haemophilus influenzae,260,121,139
10,"Bacterial pneumonia, not elsewhere classified",,,
10,Pneumonia due to Klebsiella pneumoniae,741,411,330
10,Pneumonia due to Pseudomonas,2024,1146,878
10,Pneumonia due to staphylococcus,7056,3896,3160
10,"Pneumonia due to streptococcus, group B",20,10,10
10,Pneumonia due to other streptococci,1895,921,974
10,Pneumonia due to Escherichia coli,148,91,57
10,Pneumonia due to other aerobic Gram-negative bacteria,160,90,70
10,Pneumonia due to Mycoplasma pneumoniae,227,114,113
10,Other bacterial pneumonia,242,124,118
10,"Bacterial pneumonia, unspecified",10561,4858,5703
10,"Pneumonia due to other infectious organisms, not elsewhere classified",,,
10,Chlamydial pneumonia,12,8,4
10,Pneumonia due to other specified infectious organisms,30,15,15
10,Pneumonia in diseases classified elsewhere,0,0,0
10,Pneumonia in bacterial diseases classified elsewhere,0,0,0
10,Pneumonia in viral diseases classified elsewhere,0,0,0
10,Pneumonia in mycoses,0,0,0
10,Pneumonia in parasitic diseases,0,0,0
10,Pneumonia in other diseases classified elsewhere,0,0,0
10,"Pneumonia, organism unspecified",,,
10,"Bronchopneumonia, unspecified",10463,4990,5473
10,"Lobar pneumonia, unspecified",9549,4766,4783
10,"Hypostatic pneumonia, unspecified",405,160,245
10,"Other pneumonia, organism unspecified",286,142,144
10,"Pneumonia, unspecified",325019,141179,183840
10,Acute bronchitis,,,
10,Acute bronchitis due to Mycoplasma pneumoniae,0,0,0
10,Acute bronchitis due to Haemophilus influenzae,2,1,1
10,Acute bronchitis due to streptococcus,2,2,0
10,Acute bronchitis due to coxsackievirus,0,0,0
10,Acute bronchitis due to parainfluenza virus,0,0,0
10,Acute bronchitis due to respiratory syncytial virus,3,3,0
10,Acute bronchitis due to rhinovirus,0,0,0
10,Acute bronchitis due to echovirus,0,0,0
10,Acute bronchitis due to other specified organisms,138,45,93
10,"Acute bronchitis, unspecified",1344,540,804
10,Acute bronchiolitis,,,
10,Acute bronchiolitis due to respiratory syncytial virus,58,35,23
10,Acute bronchiolitis due to human metapneumovirus,0,0,0
10,Acute bronchiolitis due to other specified organisms,26,12,14
10,"Acute bronchiolitis, unspecified",324,172,152
10,Unspecified acute lower respiratory infection,688,216,472
10,Vasomotor and allergic rhinitis,,,
10,Vasomotor rhinitis,0,0,0
10,Allergic rhinitis due to pollen,0,0,0
10,Other seasonal allergic rhinitis,0,0,0
10,Other allergic rhinitis,5,4,1
10,"Allergic rhinitis, unspecified",9,5,4
10,"Chronic rhinitis, nasopharyngitis and pharyngitis",,,
10,Chronic rhinitis,6,1,5
10,Chronic nasopharyngitis,0,0,0
10,Chronic pharyngitis,1,1,0
10,Chronic sinusitis,,,
10,Chronic maxillary sinusitis,24,8,16
10,Chronic frontal sinusitis,17,10,7
10,Chronic ethmoidal sinusitis,7,4,3
10,Chronic sphenoidal sinusitis,19,8,11
10,Chronic pansinusitis,39,19,20
10,Other chronic sinusitis,5,3,2
10,"Chronic sinusitis, unspecified",422,232,190
